Timestamp,SecurityId,Best_Bid_Price,Best_Bid_Qty,Best_Ask_Price,Best_Ask_Qty
2026-08-11T08:19:12.066370,11915,22.69,42959.0,22.7,39946.0
2026-08-11T08:19:12.066591,3456,347.7,1238.0,347.8,345.0
2026-08-11T08:19:12.066761,13538,1647.1,12.0,1647.2,803.0
2026-08-11T08:19:13.068515,1333,729.6,2.0,729.7,822.0
2026-08-11T08:19:13.068952,3456,347.75,1.0,347.8,425.0
2026-08-11T08:19:13.069272,13538,1647.1,7.0,1647.2,804.0
2026-08-11T08:19:14.071169,1333,729.6,2.0,729.7,889.0
2026-08-11T08:19:14.071551,11915,22.69,42317.0,22.7,40552.0
2026-08-11T08:19:14.071855,3456,347.75,1.0,347.8,513.0
2026-08-11T08:19:14.072086,13538,1647.1,30.0,1647.2,304.0
2026-08-11T08:19:15.074041,1333,729.6,2.0,729.7,438.0
2026-08-11T08:19:15.074417,11915,22.69,42327.0,22.7,40061.0
2026-08-11T08:19:15.074793,3456,347.75,1.0,347.8,513.0
2026-08-11T08:19:15.075140,13538,1647.1,30.0,1647.2,318.0
2026-08-11T08:19:16.076995,1333,729.55,430.0,729.6,1.0
2026-08-11T08:19:16.077229,11915,22.69,42327.0,22.7,40552.0
2026-08-11T08:19:16.077470,3456,347.75,6.0,347.8,505.0
